Time,Views
2023-07-11 14:53:04,9352
2023-07-11 14:53:05,9352
2023-07-11 14:53:06,9352
2023-07-11 14:53:07,9352
2023-07-11 14:53:08,9352
2023-07-11 14:53:09,9352
2023-07-11 14:53:10,9352
2023-07-11 14:53:11,9352
2023-07-11 14:53:12,9352
2023-07-11 14:53:13,9352
2023-07-11 14:53:14,9352
2023-07-11 14:53:15,9352
2023-07-11 14:53:16,9352
2023-07-11 14:53:17,9352
2023-07-11 14:53:18,9352
2023-07-11 14:53:19,9352
2023-07-11 14:53:20,9352
2023-07-11 14:53:21,9352
2023-07-11 14:53:22,9352
2023-07-11 14:53:23,9352
2023-07-11 14:53:24,9352
2023-07-11 14:53:25,9352
2023-07-11 14:53:26,9352
2023-07-11 14:53:27,9352
2023-07-11 14:53:28,9352
2023-07-11 14:53:30,9352
2023-07-11 14:53:31,9352
2023-07-11 14:53:32,9352
2023-07-11 14:53:33,9352
2023-07-11 14:53:34,9352
2023-07-11 14:53:35,9352
2023-07-11 14:53:36,9352
2023-07-11 14:53:37,9352
2023-07-11 14:53:38,9352
2023-07-11 14:53:39,9352
2023-07-11 14:53:40,9352
2023-07-11 14:53:41,9352
2023-07-11 14:53:42,9352
2023-07-11 14:53:43,9352
2023-07-11 14:53:44,9352
2023-07-11 14:53:45,9352
2023-07-11 14:53:46,9352
2023-07-11 14:53:47,9352
2023-07-11 14:53:48,9352
2023-07-11 14:53:49,9352
2023-07-11 14:53:51,9352
2023-07-11 14:53:52,9352
2023-07-11 14:53:53,9352
2023-07-11 14:53:54,9352
2023-07-11 14:53:55,9352
2023-07-11 14:53:56,9352
2023-07-11 14:53:57,9352
2023-07-11 14:53:59,9352
2023-07-11 14:54:00,9352
2023-07-11 14:54:01,9352
2023-07-11 14:54:02,9352
2023-07-11 14:54:03,9352
2023-07-11 14:54:05,9352
2023-07-11 14:54:06,9352
2023-07-11 14:54:07,9352
2023-07-11 14:54:08,9352
2023-07-11 14:54:10,9352
2023-07-11 14:54:11,9352
2023-07-11 14:54:12,9352
2023-07-11 14:54:13,9357
2023-07-11 14:54:14,9357
2023-07-11 14:54:16,9357
2023-07-11 14:54:17,9357
2023-07-11 14:54:18,9357
2023-07-11 14:54:19,9357
2023-07-11 14:54:20,9357
2023-07-11 14:54:21,9357
2023-07-11 14:54:23,9357
2023-07-11 14:54:24,9357
2023-07-11 14:54:25,9357
2023-07-11 14:54:26,9357
2023-07-11 14:54:28,9357
2023-07-11 14:54:29,9357
2023-07-11 14:54:30,9357
2023-07-11 14:54:31,9357
2023-07-11 14:54:33,9357
2023-07-11 14:54:34,9357
2023-07-11 14:54:35,9357
2023-07-11 14:54:36,9357
2023-07-11 14:54:38,9357
2023-07-11 14:54:39,9357
2023-07-11 14:54:40,9357
2023-07-11 14:54:41,9357
2023-07-11 14:54:42,9357
2023-07-11 14:54:43,9357
2023-07-11 14:54:45,9357
2023-07-11 14:54:46,9357
2023-07-11 14:54:47,9357
2023-07-11 14:54:48,9357
2023-07-11 14:54:50,9357
2023-07-11 14:54:51,9357
2023-07-11 14:54:52,9357
2023-07-11 14:54:53,9357
2023-07-11 14:54:54,9357
2023-07-11 14:54:55,9357
2023-07-11 14:54:57,9357
2023-07-11 14:54:58,9357
2023-07-11 14:54:59,9357
2023-07-11 14:55:00,9357
2023-07-11 14:55:01,9357
2023-07-11 14:55:02,9357
2023-07-11 14:55:04,9357
2023-07-11 14:55:05,9357
2023-07-11 14:55:06,9357
2023-07-11 14:55:07,9357
2023-07-11 14:55:09,9357
2023-07-11 14:55:10,9357
2023-07-11 14:55:11,9357
2023-07-11 14:55:12,9357
2023-07-11 14:55:13,9357
2023-07-11 14:55:14,9357
2023-07-11 14:55:16,9357
2023-07-11 14:55:17,9357
2023-07-11 14:55:18,9357
2023-07-11 14:55:19,9357
2023-07-11 14:55:20,9357
2023-07-11 14:55:22,9357
2023-07-11 14:55:23,9357
2023-07-11 14:55:24,9357
2023-07-11 14:55:25,9357
2023-07-11 14:55:26,9357
2023-07-11 14:55:28,9357
2023-07-11 14:55:29,9357
2023-07-11 14:55:30,9357
2023-07-11 14:55:31,9357
2023-07-11 14:55:33,9357
2023-07-11 14:55:34,9362
2023-07-11 14:55:35,9362
2023-07-11 14:55:36,9362
2023-07-11 14:55:38,9362
2023-07-11 14:55:39,9362
2023-07-11 14:55:40,9362
2023-07-11 14:55:41,9362
2023-07-11 14:55:43,9362
2023-07-11 14:55:44,9362
2023-07-11 14:55:45,9362
2023-07-11 14:55:46,9362
2023-07-11 14:55:47,9362
2023-07-11 14:55:49,9362
2023-07-11 14:55:50,9362
2023-07-11 14:55:51,9362
2023-07-11 14:55:52,9362
2023-07-11 14:55:53,9362
2023-07-11 14:55:55,9362
2023-07-11 14:55:56,9362
2023-07-11 14:55:57,9362
2023-07-11 14:55:58,9362
2023-07-11 14:56:00,9362
2023-07-11 14:56:01,9362
2023-07-11 14:56:02,9362
2023-07-11 14:56:03,9362
2023-07-11 14:56:04,9362
2023-07-11 14:56:05,9362
2023-07-11 14:56:07,9362
2023-07-11 14:56:08,9362
2023-07-11 14:56:09,9362
2023-07-11 14:56:11,9362
2023-07-11 14:56:12,9362
2023-07-11 14:56:13,9362
2023-07-11 14:56:14,9362
2023-07-11 14:56:16,9362
2023-07-11 14:56:17,9362
2023-07-11 14:56:18,9362
2023-07-11 14:56:19,9362
2023-07-11 14:56:21,9362
2023-07-11 14:56:22,9362
2023-07-11 14:56:23,9362
2023-07-11 14:56:24,9362
2023-07-11 14:56:25,9362
2023-07-11 14:56:26,9362
2023-07-11 14:56:27,9362
2023-07-11 14:56:28,9362
2023-07-11 14:56:29,9362
2023-07-11 14:56:30,9362
2023-07-11 14:56:31,9362
2023-07-11 14:56:32,9362
2023-07-11 14:56:34,9362
2023-07-11 14:56:35,9362
2023-07-11 14:56:36,9362
2023-07-11 14:56:37,9362
2023-07-11 14:56:37,9362
2023-07-11 14:56:38,9362
2023-07-11 14:56:40,9362
2023-07-11 14:56:41,9362
2023-07-11 14:56:42,9362
2023-07-11 14:56:43,9362
2023-07-11 14:56:44,9362
2023-07-11 14:56:45,9362
2023-07-11 14:56:46,9362
2023-07-11 14:56:47,9362
2023-07-11 14:56:48,9362
2023-07-11 14:56:50,9362
2023-07-11 14:56:51,9362
2023-07-11 14:56:52,9362
2023-07-11 14:56:53,9362
2023-07-11 14:56:54,9362
2023-07-11 14:56:55,9367
2023-07-11 14:56:56,9367
2023-07-11 14:56:57,9367
2023-07-11 14:56:58,9367
2023-07-11 14:56:59,9367
2023-07-11 14:57:00,9367
2023-07-11 14:57:02,9367
2023-07-11 14:57:03,9367
2023-07-11 14:57:04,9367
2023-07-11 14:57:05,9367
2023-07-11 14:57:06,9367
2023-07-11 14:57:07,9367
2023-07-11 14:57:08,9367
2023-07-11 14:57:09,9367
2023-07-11 14:57:10,9367
2023-07-11 14:57:11,9367
2023-07-11 14:57:13,9367
2023-07-11 14:57:14,9367
2023-07-11 14:57:15,9367
2023-07-11 14:57:16,9367
2023-07-11 14:57:17,9367
2023-07-11 14:57:18,9367
2023-07-11 14:57:19,9367
2023-07-11 14:57:20,9367
2023-07-11 14:57:21,9367
2023-07-11 14:57:22,9367
2023-07-11 14:57:23,9367
2023-07-11 14:57:25,9367
2023-07-11 14:57:26,9367
2023-07-11 14:57:27,9367
2023-07-11 14:57:28,9367
2023-07-11 14:57:29,9367
2023-07-11 14:57:30,9367
2023-07-11 14:57:31,9367
2023-07-11 14:57:32,9367
2023-07-11 14:57:33,9367
2023-07-11 14:57:34,9367
2023-07-11 14:57:36,9367
2023-07-11 14:57:37,9367
2023-07-11 14:57:38,9367
2023-07-11 14:57:39,9367
2023-07-11 14:57:40,9367
2023-07-11 14:57:41,9367
2023-07-11 14:57:42,9367
2023-07-11 14:57:43,9367
2023-07-11 14:57:44,9367
2023-07-11 14:57:46,9367
2023-07-11 14:57:47,9367
2023-07-11 14:57:48,9367
2023-07-11 14:57:49,9367
2023-07-11 14:57:50,9367
2023-07-11 14:57:51,9367
2023-07-11 14:57:52,9367
2023-07-11 14:57:53,9367
2023-07-11 14:57:54,9367
2023-07-11 14:57:56,9367
2023-07-11 14:57:57,9367
2023-07-11 14:57:58,9367
2023-07-11 14:58:00,9367
2023-07-11 14:58:01,9367
2023-07-11 14:58:02,9367
2023-07-11 14:58:04,9367
2023-07-11 14:58:05,9367
2023-07-11 14:58:06,9367
2023-07-11 14:58:08,9367
2023-07-11 14:58:09,9367
2023-07-11 14:58:11,9367
2023-07-11 14:58:12,9367
2023-07-11 14:58:13,9367
2023-07-11 14:58:15,9367
2023-07-11 14:58:16,9367
2023-07-11 14:58:17,9367
2023-07-11 14:58:19,9367
2023-07-11 14:58:20,9367
2023-07-11 14:58:21,9367
2023-07-11 14:58:22,9367
2023-07-11 14:58:24,9367
2023-07-11 14:58:25,9367
2023-07-11 14:58:26,9367
2023-07-11 14:58:28,9367
2023-07-11 14:58:29,9367
2023-07-11 14:58:30,9367
2023-07-11 14:58:32,9367
2023-07-11 14:58:33,9367
2023-07-11 14:58:34,9371
2023-07-11 14:58:35,9371
2023-07-11 14:58:37,9371
2023-07-11 14:58:38,9371
2023-07-11 14:58:39,9371
2023-07-11 14:58:41,9371
2023-07-11 14:58:42,9371
2023-07-11 14:58:43,9371
2023-07-11 14:58:44,9371
2023-07-11 14:58:46,9371
2023-07-11 14:58:47,9371
2023-07-11 14:58:49,9371
2023-07-11 14:58:50,9371
2023-07-11 14:58:51,9371
2023-07-11 14:58:52,9371
2023-07-11 14:58:54,9371
2023-07-11 14:58:55,9371
2023-07-11 14:58:57,9371
2023-07-11 14:58:58,9371
2023-07-11 14:58:59,9371
2023-07-11 14:59:00,9371
2023-07-11 14:59:02,9371
2023-07-11 14:59:03,9371
2023-07-11 14:59:04,9371
2023-07-11 14:59:06,9371
2023-07-11 14:59:07,9371
2023-07-11 14:59:08,9371
2023-07-11 14:59:10,9371
2023-07-11 14:59:11,9371
2023-07-11 14:59:12,9371
2023-07-11 14:59:14,9371
2023-07-11 14:59:15,9371
2023-07-11 14:59:16,9371
2023-07-11 14:59:18,9371
2023-07-11 14:59:19,9371
2023-07-11 14:59:20,9371
2023-07-11 14:59:22,9371
2023-07-11 14:59:23,9371
2023-07-11 14:59:24,9371
2023-07-11 14:59:25,9371
2023-07-11 14:59:27,9371
2023-07-11 14:59:28,9371
2023-07-11 14:59:29,9371
2023-07-11 14:59:31,9371
2023-07-11 14:59:32,9371
2023-07-11 14:59:33,9371
2023-07-11 14:59:35,9371
2023-07-11 14:59:36,9371
2023-07-11 14:59:37,9371
2023-07-11 14:59:38,9371
2023-07-11 14:59:40,9371
2023-07-11 14:59:41,9371
2023-07-11 14:59:42,9371
2023-07-11 14:59:44,9371
2023-07-11 14:59:45,9371
2023-07-11 14:59:46,9371
2023-07-11 14:59:48,9371
2023-07-11 14:59:49,9371
2023-07-11 14:59:50,9371
2023-07-11 14:59:52,9371
2023-07-11 14:59:53,9371
2023-07-11 14:59:54,9371
2023-07-11 14:59:55,9371
2023-07-11 14:59:57,9371
2023-07-11 14:59:58,9371
2023-07-11 14:59:59,9371
2023-07-11 15:00:01,9371
2023-07-11 15:00:02,9371
2023-07-11 15:00:03,9371
2023-07-11 15:00:05,9371
2023-07-11 15:00:06,9371
2023-07-11 15:00:07,9371
2023-07-11 15:00:09,9371
2023-07-11 15:00:10,9371
2023-07-11 15:00:12,9371
2023-07-11 15:00:13,9371
2023-07-11 15:00:14,9371
2023-07-11 15:00:16,9371
2023-07-11 15:00:18,9371
2023-07-11 15:00:19,9371
2023-07-11 15:00:21,9371
2023-07-11 15:00:22,9371
2023-07-11 15:00:23,9371
2023-07-11 15:00:25,9371
2023-07-11 15:00:26,9371
2023-07-11 15:00:27,9371
2023-07-11 15:00:28,9371
2023-07-11 15:00:30,9371
2023-07-11 15:00:31,9371
2023-07-11 15:00:32,9371
2023-07-11 15:00:34,9371
2023-07-11 15:00:35,9371
2023-07-11 15:00:36,9371
2023-07-11 15:00:38,9371
2023-07-11 15:00:39,9371
2023-07-11 15:00:40,9371
2023-07-11 15:00:41,9371
2023-07-11 15:00:43,9376
2023-07-11 15:00:44,9376
2023-07-11 15:00:45,9376
2023-07-11 15:00:47,9376
2023-07-11 15:00:48,9376
2023-07-11 15:00:49,9376
2023-07-11 15:00:50,9376
2023-07-11 15:00:52,9376
2023-07-11 15:00:53,9376
2023-07-11 15:00:54,9376
2023-07-11 15:00:56,9376
2023-07-11 15:00:57,9376
2023-07-11 15:00:59,9376
2023-07-11 15:01:00,9376
2023-07-11 15:01:01,9376
2023-07-11 15:01:03,9376
2023-07-11 15:01:04,9376
2023-07-11 15:01:05,9376
2023-07-11 15:01:06,9376
2023-07-11 15:01:08,9376
2023-07-11 15:01:09,9376
2023-07-11 15:01:10,9376
2023-07-11 15:01:12,9376
2023-07-11 15:01:13,9376
2023-07-11 15:01:14,9376
2023-07-11 15:01:15,9376
2023-07-11 15:01:17,9376
2023-07-11 15:01:18,9376
2023-07-11 15:01:19,9376
2023-07-11 15:01:20,9376
2023-07-11 15:01:22,9376
2023-07-11 15:01:23,9376
2023-07-11 15:01:24,9376
2023-07-11 15:01:25,9376
2023-07-11 15:01:26,9376
2023-07-11 15:01:28,9376
2023-07-11 15:01:29,9376
2023-07-11 15:01:30,9376
2023-07-11 15:01:31,9376
2023-07-11 15:01:32,9376
2023-07-11 15:01:34,9376
2023-07-11 15:01:35,9376
2023-07-11 15:01:36,9376
2023-07-11 15:01:37,9376
2023-07-11 15:01:39,9376
2023-07-11 15:01:40,9376
2023-07-11 15:01:41,9376
2023-07-11 15:01:42,9376
2023-07-11 15:01:44,9376
2023-07-11 15:01:45,9376
2023-07-11 15:01:46,9376
2023-07-11 15:01:47,9376
2023-07-11 15:01:49,9376
2023-07-11 15:01:50,9376
2023-07-11 15:01:51,9376
2023-07-11 15:01:53,9376
2023-07-11 15:01:54,9376
2023-07-11 15:01:55,9376
2023-07-11 15:01:56,9376
2023-07-11 15:01:58,9376
2023-07-11 15:01:59,9376
2023-07-11 15:02:00,9376
2023-07-11 15:02:02,9376
2023-07-11 15:02:03,9376
2023-07-11 15:02:04,9376
2023-07-11 15:02:06,9376
2023-07-11 15:02:07,9376
2023-07-11 15:02:08,9376
2023-07-11 15:02:10,9376
2023-07-11 15:02:11,9376
2023-07-11 15:02:12,9376
2023-07-11 15:02:14,9376
2023-07-11 15:02:15,9376
2023-07-11 15:02:16,9376
2023-07-11 15:02:18,9376
2023-07-11 15:02:19,9379
2023-07-11 15:02:20,9379
2023-07-11 15:02:21,9379
2023-07-11 15:02:23,9379
2023-07-11 15:02:24,9379
2023-07-11 15:02:26,9379
2023-07-11 15:02:27,9379
2023-07-11 15:02:28,9379
2023-07-11 15:02:30,9379
2023-07-11 15:02:31,9379
2023-07-11 15:02:32,9379
2023-07-11 15:02:34,9379
2023-07-11 15:02:35,9379
2023-07-11 15:02:36,9379
2023-07-11 15:02:38,9379
2023-07-11 15:02:39,9379
2023-07-11 15:02:40,9379
2023-07-11 15:02:41,9379
2023-07-11 15:02:42,9379
2023-07-11 15:02:43,9379
2023-07-11 15:02:44,9379
2023-07-11 15:02:46,9379
2023-07-11 15:02:47,9379
2023-07-11 15:02:48,9379
2023-07-11 15:02:49,9379
2023-07-11 15:02:50,9379
2023-07-11 15:02:51,9379
2023-07-11 15:02:52,9379
2023-07-11 15:02:53,9379
2023-07-11 15:02:54,9379
2023-07-11 15:02:56,9379
2023-07-11 15:02:57,9379
2023-07-11 15:02:58,9379
2023-07-11 15:02:59,9379
2023-07-11 15:03:00,9379
2023-07-11 15:03:01,9379
2023-07-11 15:03:02,9379
2023-07-11 15:03:03,9379
2023-07-11 15:03:05,9379
2023-07-11 15:03:06,9379
2023-07-11 15:03:07,9379
2023-07-11 15:03:08,9379
2023-07-11 15:03:09,9379
2023-07-11 15:03:10,9379
2023-07-11 15:03:11,9379
2023-07-11 15:03:12,9379
2023-07-11 15:03:13,9379
2023-07-11 15:03:14,9379
2023-07-11 15:03:15,9379
2023-07-11 15:03:17,9379
2023-07-11 15:03:18,9379
2023-07-11 15:03:19,9379
2023-07-11 15:03:20,9379
2023-07-11 15:03:21,9379
2023-07-11 15:03:22,9379
2023-07-11 15:03:23,9379
2023-07-11 15:03:24,9379
2023-07-11 15:03:25,9379
2023-07-11 15:03:26,9379
2023-07-11 15:03:28,9379
2023-07-11 15:03:29,9379
2023-07-11 15:03:30,9379
2023-07-11 15:03:31,9379
2023-07-11 15:03:32,9379
2023-07-11 15:03:33,9379
2023-07-11 15:03:34,9379
2023-07-11 15:03:35,9379
2023-07-11 15:03:36,9379
2023-07-11 15:03:37,9379
2023-07-11 15:03:38,9386
2023-07-11 15:03:40,9386
2023-07-11 15:03:41,9386
2023-07-11 15:03:42,9386
2023-07-11 15:03:43,9386
2023-07-11 15:03:44,9386
2023-07-11 15:03:45,9386
2023-07-11 15:03:46,9386
2023-07-11 15:03:47,9386
2023-07-11 15:03:49,9386
2023-07-11 15:03:50,9386
2023-07-11 15:03:51,9386
2023-07-11 15:03:52,9386
2023-07-11 15:03:53,9386
2023-07-11 15:03:54,9386
2023-07-11 15:03:55,9386
2023-07-11 15:03:57,9386
2023-07-11 15:03:58,9386
2023-07-11 15:03:59,9386
2023-07-11 15:04:00,9386
2023-07-11 15:04:01,9386
2023-07-11 15:04:02,9386
2023-07-11 15:04:03,9386
2023-07-11 15:04:04,9386
2023-07-11 15:04:06,9386
2023-07-11 15:04:07,9386
2023-07-11 15:04:08,9386
2023-07-11 15:04:09,9386
2023-07-11 15:04:10,9386
2023-07-11 15:04:11,9386
2023-07-11 15:04:12,9386
2023-07-11 15:04:14,9386
2023-07-11 15:04:15,9386
2023-07-11 15:04:16,9386
2023-07-11 15:04:17,9386
2023-07-11 15:04:18,9386
2023-07-11 15:04:19,9386
2023-07-11 15:04:20,9386
2023-07-11 15:04:21,9386
2023-07-11 15:04:23,9386
2023-07-11 15:04:24,9386
2023-07-11 15:04:25,9386
2023-07-11 15:04:26,9386
2023-07-11 15:04:27,9386
2023-07-11 15:04:28,9386
2023-07-11 15:04:29,9386
2023-07-11 15:04:30,9386
2023-07-11 15:04:32,9386
2023-07-11 15:04:33,9386
2023-07-11 15:04:34,9386
2023-07-11 15:04:35,9386
2023-07-11 15:04:36,9386
2023-07-11 15:04:37,9386
2023-07-11 15:04:38,9386
2023-07-11 15:04:40,9386
2023-07-11 15:04:41,9386
2023-07-11 15:04:42,9386
2023-07-11 15:04:43,9386
2023-07-11 15:04:44,9386
2023-07-11 15:04:45,9386
2023-07-11 15:04:46,9386
2023-07-11 15:04:47,9386
2023-07-11 15:04:48,9386
2023-07-11 15:04:50,9386
2023-07-11 15:04:51,9386
2023-07-11 15:04:52,9386
2023-07-11 15:04:53,9386
2023-07-11 15:04:54,9386
2023-07-11 15:04:55,9386
2023-07-11 15:04:56,9386
2023-07-11 15:04:58,9386
2023-07-11 15:04:59,9386
2023-07-11 15:05:00,9386
2023-07-11 15:05:01,9386
2023-07-11 15:05:02,9386
2023-07-11 15:05:03,9393
2023-07-11 15:05:04,9393
2023-07-11 15:05:05,9393
2023-07-11 15:05:07,9393
2023-07-11 15:05:08,9393
2023-07-11 15:05:09,9393
2023-07-11 15:05:10,9393
2023-07-11 15:05:11,9393
2023-07-11 15:05:12,9393
2023-07-11 15:05:13,9393
2023-07-11 15:05:14,9393
2023-07-11 15:05:16,9393
2023-07-11 15:05:17,9393
2023-07-11 15:05:18,9393
2023-07-11 15:05:19,9393
2023-07-11 15:05:20,9393
2023-07-11 15:05:21,9393
2023-07-11 15:05:22,9393
2023-07-11 15:05:23,9393
2023-07-11 15:05:25,9393
2023-07-11 15:05:26,9393
2023-07-11 15:05:27,9393
2023-07-11 15:05:28,9393
2023-07-11 15:05:30,9393
2023-07-11 15:05:31,9393
2023-07-11 15:05:32,9393
2023-07-11 15:05:33,9393
2023-07-11 15:05:35,9393
2023-07-11 15:05:36,9393
2023-07-11 15:05:37,9393
2023-07-11 15:05:39,9393
2023-07-11 15:05:40,9393
2023-07-11 15:05:41,9393
2023-07-11 15:05:42,9393
2023-07-11 15:05:44,9393
2023-07-11 15:05:45,9393
2023-07-11 15:05:46,9393
2023-07-11 15:05:48,9393
2023-07-11 15:05:49,9393
2023-07-11 15:05:50,9393
2023-07-11 15:05:51,9393
2023-07-11 15:05:53,9393
2023-07-11 15:05:54,9393
2023-07-11 15:05:55,9393
2023-07-11 15:05:56,9393
2023-07-11 15:05:57,9393
2023-07-11 15:05:58,9393
2023-07-11 15:05:59,9393
2023-07-11 15:06:00,9393
2023-07-11 15:06:01,9393
2023-07-11 15:06:02,9393
2023-07-11 15:06:03,9393
2023-07-11 15:06:05,9393
2023-07-11 15:06:06,9393
2023-07-11 15:06:07,9393
2023-07-11 15:06:08,9393
2023-07-11 15:06:09,9393
2023-07-11 15:06:10,9393
2023-07-11 15:06:11,9393
2023-07-11 15:06:12,9393
2023-07-11 15:06:13,9393
2023-07-11 15:06:14,9393
2023-07-11 15:06:15,9393
2023-07-11 15:06:16,9393
2023-07-11 15:06:17,9393
2023-07-11 15:06:18,9393
2023-07-11 15:06:19,9393
2023-07-11 15:06:20,9393
2023-07-11 15:06:21,9393
2023-07-11 15:06:22,9393
2023-07-11 15:06:23,9393
2023-07-11 15:06:24,9393
2023-07-11 15:06:25,9393
2023-07-11 15:06:26,9393
2023-07-11 15:06:27,9393
2023-07-11 15:06:28,9393
2023-07-11 15:06:29,9393
2023-07-11 15:06:30,9401
2023-07-11 15:06:31,9401
2023-07-11 15:06:32,9401
2023-07-11 15:06:33,9401
2023-07-11 15:06:35,9401
2023-07-11 15:06:36,9401
2023-07-11 15:06:37,9401
2023-07-11 15:06:38,9401
2023-07-11 15:06:39,9401
2023-07-11 15:06:40,9401
2023-07-11 15:06:41,9401
2023-07-11 15:06:42,9401
2023-07-11 15:06:43,9401
2023-07-11 15:06:44,9401
2023-07-11 15:06:45,9401
2023-07-11 15:06:46,9401
2023-07-11 15:06:47,9401
2023-07-11 15:06:48,9401
2023-07-11 15:06:49,9401
2023-07-11 15:06:50,9401
2023-07-11 15:06:51,9401
2023-07-11 15:06:52,9401
2023-07-11 15:06:53,9401
